"","county","state","estimate","variable_description","county_state"
"2235","Boise","Idaho",1512,"High School Graduates","Boise, Idaho"
"2236","Boise","Idaho",933,"Bachelor Degree","Boise, Idaho"
"2237","Bonner","Idaho",42711,"Total Population","Bonner, Idaho"
"2238","Bonner","Idaho",2891,"Less than High School Graduates","Bonner, Idaho"
"2239","Bonner","Idaho",9619,"High School Graduates","Bonner, Idaho"
"2240","Bonner","Idaho",4913,"Bachelor Degree","Bonner, Idaho"
"2241","Bonneville","Idaho",112397,"Total Population","Bonneville, Idaho"
"2242","Bonneville","Idaho",5624,"Less than High School Graduates","Bonneville, Idaho"
"2243","Bonneville","Idaho",17700,"High School Graduates","Bonneville, Idaho"
"2244","Bonneville","Idaho",14052,"Bachelor Degree","Bonneville, Idaho"
"2245","Boundary","Idaho",11549,"Total Population","Boundary, Idaho"
"2246","Boundary","Idaho",641,"Less than High School Graduates","Boundary, Idaho"
"2247","Boundary","Idaho",3306,"High School Graduates","Boundary, Idaho"
"2248","Boundary","Idaho",1066,"Bachelor Degree","Boundary, Idaho"
"2249","Butte","Idaho",2602,"Total Population","Butte, Idaho"
"2250","Butte","Idaho",97,"Less than High School Graduates","Butte, Idaho"
"2251","Butte","Idaho",716,"High School Graduates","Butte, Idaho"
"2252","Butte","Idaho",263,"Bachelor Degree","Butte, Idaho"
"2253","Camas","Idaho",886,"Total Population","Camas, Idaho"
"2254","Camas","Idaho",39,"Less than High School Graduates","Camas, Idaho"
"2255","Camas","Idaho",232,"High School Graduates","Camas, Idaho"
"2256","Camas","Idaho",81,"Bachelor Degree","Camas, Idaho"
"2257","Canyon","Idaho",212230,"Total Population","Canyon, Idaho"
"2258","Canyon","Idaho",19989,"Less than High School Graduates","Canyon, Idaho"
"2259","Canyon","Idaho",41573,"High School Graduates","Canyon, Idaho"
"2260","Canyon","Idaho",16763,"Bachelor Degree","Canyon, Idaho"
"2261","Caribou","Idaho",6918,"Total Population","Caribou, Idaho"
"2262","Caribou","Idaho",344,"Less than High School Graduates","Caribou, Idaho"
"2263","Caribou","Idaho",1439,"High School Graduates","Caribou, Idaho"
"2264","Caribou","Idaho",637,"Bachelor Degree","Caribou, Idaho"
"2265","Cassia","Idaho",23615,"Total Population","Cassia, Idaho"
"2266","Cassia","Idaho",2440,"Less than High School Graduates","Cassia, Idaho"
"2267","Cassia","Idaho",4164,"High School Graduates","Cassia, Idaho"
"2268","Cassia","Idaho",1958,"Bachelor Degree","Cassia, Idaho"
"2269","Clark","Idaho",1077,"Total Population","Clark, Idaho"
"2270","Clark","Idaho",232,"Less than High School Graduates","Clark, Idaho"
"2271","Clark","Idaho",140,"High School Graduates","Clark, Idaho"
"2272","Clark","Idaho",63,"Bachelor Degree","Clark, Idaho"
"2273","Clearwater","Idaho",8640,"Total Population","Clearwater, Idaho"
"2274","Clearwater","Idaho",700,"Less than High School Graduates","Clearwater, Idaho"
"2275","Clearwater","Idaho",2330,"High School Graduates","Clearwater, Idaho"
"2276","Clearwater","Idaho",800,"Bachelor Degree","Clearwater, Idaho"
"2277","Custer","Idaho",4141,"Total Population","Custer, Idaho"
"2278","Custer","Idaho",335,"Less than High School Graduates","Custer, Idaho"
"2279","Custer","Idaho",944,"High School Graduates","Custer, Idaho"
"2280","Custer","Idaho",550,"Bachelor Degree","Custer, Idaho"
"2281","Elmore","Idaho",26433,"Total Population","Elmore, Idaho"
"2282","Elmore","Idaho",1738,"Less than High School Graduates","Elmore, Idaho"
"2283","Elmore","Idaho",4582,"High School Graduates","Elmore, Idaho"
"2284","Elmore","Idaho",1962,"Bachelor Degree","Elmore, Idaho"
"2285","Franklin","Idaho",13279,"Total Population","Franklin, Idaho"
"2286","Franklin","Idaho",694,"Less than High School Graduates","Franklin, Idaho"
"2287","Franklin","Idaho",2869,"High School Graduates","Franklin, Idaho"
"2288","Franklin","Idaho",971,"Bachelor Degree","Franklin, Idaho"
"2289","Fremont","Idaho",12965,"Total Population","Fremont, Idaho"
"2290","Fremont","Idaho",1016,"Less than High School Graduates","Fremont, Idaho"
"2291","Fremont","Idaho",2646,"High School Graduates","Fremont, Idaho"
"2292","Fremont","Idaho",1249,"Bachelor Degree","Fremont, Idaho"
"2293","Gem","Idaho",17052,"Total Population","Gem, Idaho"
"2294","Gem","Idaho",1425,"Less than High School Graduates","Gem, Idaho"
"2295","Gem","Idaho",4621,"High School Graduates","Gem, Idaho"
"2296","Gem","Idaho",1186,"Bachelor Degree","Gem, Idaho"
"2297","Gooding","Idaho",15169,"Total Population","Gooding, Idaho"
"2298","Gooding","Idaho",1974,"Less than High School Graduates","Gooding, Idaho"
"2299","Gooding","Idaho",3624,"High School Graduates","Gooding, Idaho"
"2300","Gooding","Idaho",1010,"Bachelor Degree","Gooding, Idaho"
"2301","Idaho","Idaho",16337,"Total Population","Idaho, Idaho"
"2302","Idaho","Idaho",1125,"Less than High School Graduates","Idaho, Idaho"
"2303","Idaho","Idaho",4209,"High School Graduates","Idaho, Idaho"
"2304","Idaho","Idaho",1792,"Bachelor Degree","Idaho, Idaho"
"2305","Jefferson","Idaho",27969,"Total Population","Jefferson, Idaho"
"2306","Jefferson","Idaho",1749,"Less than High School Graduates","Jefferson, Idaho"
"2307","Jefferson","Idaho",4440,"High School Graduates","Jefferson, Idaho"
"2308","Jefferson","Idaho",2502,"Bachelor Degree","Jefferson, Idaho"
"2309","Jerome","Idaho",23431,"Total Population","Jerome, Idaho"
"2310","Jerome","Idaho",3150,"Less than High School Graduates","Jerome, Idaho"
"2311","Jerome","Idaho",4620,"High School Graduates","Jerome, Idaho"
"2312","Jerome","Idaho",1511,"Bachelor Degree","Jerome, Idaho"
"2313","Kootenai","Idaho",153605,"Total Population","Kootenai, Idaho"
"2314","Kootenai","Idaho",7923,"Less than High School Graduates","Kootenai, Idaho"
"2315","Kootenai","Idaho",28700,"High School Graduates","Kootenai, Idaho"
"2316","Kootenai","Idaho",17712,"Bachelor Degree","Kootenai, Idaho"
"2317","Latah","Idaho",39239,"Total Population","Latah, Idaho"
"2318","Latah","Idaho",800,"Less than High School Graduates","Latah, Idaho"
"2319","Latah","Idaho",4352,"High School Graduates","Latah, Idaho"
"2320","Latah","Idaho",5752,"Bachelor Degree","Latah, Idaho"
"2321","Lemhi","Idaho",7798,"Total Population","Lemhi, Idaho"
"2322","Lemhi","Idaho",462,"Less than High School Graduates","Lemhi, Idaho"
"2323","Lemhi","Idaho",1887,"High School Graduates","Lemhi, Idaho"
"2324","Lemhi","Idaho",830,"Bachelor Degree","Lemhi, Idaho"
"2325","Lewis","Idaho",3845,"Total Population","Lewis, Idaho"
"2326","Lewis","Idaho",312,"Less than High School Graduates","Lewis, Idaho"
"2327","Lewis","Idaho",794,"High School Graduates","Lewis, Idaho"
"2328","Lewis","Idaho",332,"Bachelor Degree","Lewis, Idaho"
"2329","Lincoln","Idaho",5321,"Total Population","Lincoln, Idaho"
"2330","Lincoln","Idaho",671,"Less than High School Graduates","Lincoln, Idaho"
"2331","Lincoln","Idaho",1128,"High School Graduates","Lincoln, Idaho"
"2332","Lincoln","Idaho",244,"Bachelor Degree","Lincoln, Idaho"
"2333","Madison","Idaho",38705,"Total Population","Madison, Idaho"
"2334","Madison","Idaho",666,"Less than High School Graduates","Madison, Idaho"
"2335","Madison","Idaho",2559,"High School Graduates","Madison, Idaho"
"2336","Madison","Idaho",3985,"Bachelor Degree","Madison, Idaho"
"2337","Minidoka","Idaho",20615,"Total Population","Minidoka, Idaho"
"2338","Minidoka","Idaho",2763,"Less than High School Graduates","Minidoka, Idaho"
"2339","Minidoka","Idaho",3784,"High School Graduates","Minidoka, Idaho"
"2340","Minidoka","Idaho",1194,"Bachelor Degree","Minidoka, Idaho"
"2341","Nez Perce","Idaho",40155,"Total Population","Nez Perce, Idaho"
"2342","Nez Perce","Idaho",2153,"Less than High School Graduates","Nez Perce, Idaho"
"2343","Nez Perce","Idaho",9161,"High School Graduates","Nez Perce, Idaho"
"2344","Nez Perce","Idaho",4500,"Bachelor Degree","Nez Perce, Idaho"
"2345","Oneida","Idaho",4326,"Total Population","Oneida, Idaho"
"2346","Oneida","Idaho",243,"Less than High School Graduates","Oneida, Idaho"
"2347","Oneida","Idaho",999,"High School Graduates","Oneida, Idaho"
"2348","Oneida","Idaho",329,"Bachelor Degree","Oneida, Idaho"
"2349","Owyhee","Idaho",11455,"Total Population","Owyhee, Idaho"
"2350","Owyhee","Idaho",1856,"Less than High School Graduates","Owyhee, Idaho"
"2351","Owyhee","Idaho",2552,"High School Graduates","Owyhee, Idaho"
"2352","Owyhee","Idaho",648,"Bachelor Degree","Owyhee, Idaho"
"2353","Payette","Idaho",23041,"Total Population","Payette, Idaho"
"2354","Payette","Idaho",2252,"Less than High School Graduates","Payette, Idaho"
"2355","Payette","Idaho",5059,"High School Graduates","Payette, Idaho"
"2356","Payette","Idaho",1588,"Bachelor Degree","Payette, Idaho"
"2357","Power","Idaho",7713,"Total Population","Power, Idaho"
"2358","Power","Idaho",929,"Less than High School Graduates","Power, Idaho"
"2359","Power","Idaho",1644,"High School Graduates","Power, Idaho"
"2360","Power","Idaho",548,"Bachelor Degree","Power, Idaho"
"2361","Shoshone","Idaho",12526,"Total Population","Shoshone, Idaho"
"2362","Shoshone","Idaho",1322,"Less than High School Graduates","Shoshone, Idaho"
"2363","Shoshone","Idaho",3531,"High School Graduates","Shoshone, Idaho"
"2364","Shoshone","Idaho",711,"Bachelor Degree","Shoshone, Idaho"
"2365","Teton","Idaho",11080,"Total Population","Teton, Idaho"
"2366","Teton","Idaho",521,"Less than High School Graduates","Teton, Idaho"
"2367","Teton","Idaho",1190,"High School Graduates","Teton, Idaho"
"2368","Teton","Idaho",2264,"Bachelor Degree","Teton, Idaho"
"2369","Twin Falls","Idaho",83666,"Total Population","Twin Falls, Idaho"
"2370","Twin Falls","Idaho",6501,"Less than High School Graduates","Twin Falls, Idaho"
"2371","Twin Falls","Idaho",14840,"High School Graduates","Twin Falls, Idaho"
"2372","Twin Falls","Idaho",6970,"Bachelor Degree","Twin Falls, Idaho"
"2373","Valley","Idaho",10401,"Total Population","Valley, Idaho"
"2374","Valley","Idaho",438,"Less than High School Graduates","Valley, Idaho"
"2375","Valley","Idaho",2417,"High School Graduates","Valley, Idaho"
"2376","Valley","Idaho",1417,"Bachelor Degree","Valley, Idaho"
"2377","Washington","Idaho",10025,"Total Population","Washington, Idaho"
"2378","Washington","Idaho",998,"Less than High School Graduates","Washington, Idaho"
"2379","Washington","Idaho",2576,"High School Graduates","Washington, Idaho"
"2380","Washington","Idaho",681,"Bachelor Degree","Washington, Idaho"
"2381","Adams","Illinois",66427,"Total Population","Adams, Illinois"
"2382","Adams","Illinois",3417,"Less than High School Graduates","Adams, Illinois"
"2383","Adams","Illinois",15923,"High School Graduates","Adams, Illinois"
"2384","Adams","Illinois",7189,"Bachelor Degree","Adams, Illinois"
"2385","Alexander","Illinois",6532,"Total Population","Alexander, Illinois"
"2386","Alexander","Illinois",867,"Less than High School Graduates","Alexander, Illinois"
"2387","Alexander","Illinois",1718,"High School Graduates","Alexander, Illinois"
"2388","Alexander","Illinois",404,"Bachelor Degree","Alexander, Illinois"
"2389","Bond","Illinois",16712,"Total Population","Bond, Illinois"
"2390","Bond","Illinois",1216,"Less than High School Graduates","Bond, Illinois"
"2391","Bond","Illinois",4354,"High School Graduates","Bond, Illinois"
"2392","Bond","Illinois",1631,"Bachelor Degree","Bond, Illinois"
"2393","Boone","Illinois",53606,"Total Population","Boone, Illinois"
"2394","Boone","Illinois",4835,"Less than High School Graduates","Boone, Illinois"
"2395","Boone","Illinois",12308,"High School Graduates","Boone, Illinois"
"2396","Boone","Illinois",4818,"Bachelor Degree","Boone, Illinois"
"2397","Brown","Illinois",6675,"Total Population","Brown, Illinois"
"2398","Brown","Illinois",786,"Less than High School Graduates","Brown, Illinois"
"2399","Brown","Illinois",1838,"High School Graduates","Brown, Illinois"
"2400","Brown","Illinois",506,"Bachelor Degree","Brown, Illinois"
"2401","Bureau","Illinois",33381,"Total Population","Bureau, Illinois"
"2402","Bureau","Illinois",1981,"Less than High School Graduates","Bureau, Illinois"
"2403","Bureau","Illinois",9062,"High School Graduates","Bureau, Illinois"
"2404","Bureau","Illinois",3163,"Bachelor Degree","Bureau, Illinois"
"2405","Calhoun","Illinois",4858,"Total Population","Calhoun, Illinois"
"2406","Calhoun","Illinois",328,"Less than High School Graduates","Calhoun, Illinois"
"2407","Calhoun","Illinois",1527,"High School Graduates","Calhoun, Illinois"
"2408","Calhoun","Illinois",266,"Bachelor Degree","Calhoun, Illinois"
"2409","Carroll","Illinois",14562,"Total Population","Carroll, Illinois"
"2410","Carroll","Illinois",913,"Less than High School Graduates","Carroll, Illinois"
"2411","Carroll","Illinois",4432,"High School Graduates","Carroll, Illinois"
"2412","Carroll","Illinois",1200,"Bachelor Degree","Carroll, Illinois"
"2413","Cass","Illinois",12665,"Total Population","Cass, Illinois"
"2414","Cass","Illinois",1379,"Less than High School Graduates","Cass, Illinois"
"2415","Cass","Illinois",3722,"High School Graduates","Cass, Illinois"
"2416","Cass","Illinois",888,"Bachelor Degree","Cass, Illinois"
"2417","Champaign","Illinois",209448,"Total Population","Champaign, Illinois"
"2418","Champaign","Illinois",5927,"Less than High School Graduates","Champaign, Illinois"
"2419","Champaign","Illinois",26307,"High School Graduates","Champaign, Illinois"
"2420","Champaign","Illinois",26481,"Bachelor Degree","Champaign, Illinois"
"2421","Christian","Illinois",33231,"Total Population","Christian, Illinois"
"2422","Christian","Illinois",2656,"Less than High School Graduates","Christian, Illinois"
"2423","Christian","Illinois",9975,"High School Graduates","Christian, Illinois"
"2424","Christian","Illinois",2715,"Bachelor Degree","Christian, Illinois"
"2425","Clark","Illinois",15836,"Total Population","Clark, Illinois"
"2426","Clark","Illinois",999,"Less than High School Graduates","Clark, Illinois"
"2427","Clark","Illinois",4268,"High School Graduates","Clark, Illinois"
"2428","Clark","Illinois",1281,"Bachelor Degree","Clark, Illinois"
"2429","Clay","Illinois",13338,"Total Population","Clay, Illinois"
"2430","Clay","Illinois",940,"Less than High School Graduates","Clay, Illinois"
"2431","Clay","Illinois",3475,"High School Graduates","Clay, Illinois"
"2432","Clay","Illinois",1000,"Bachelor Degree","Clay, Illinois"
"2433","Clinton","Illinois",37628,"Total Population","Clinton, Illinois"
"2434","Clinton","Illinois",2693,"Less than High School Graduates","Clinton, Illinois"
"2435","Clinton","Illinois",8589,"High School Graduates","Clinton, Illinois"
"2436","Clinton","Illinois",4191,"Bachelor Degree","Clinton, Illinois"
"2437","Coles","Illinois",51736,"Total Population","Coles, Illinois"
"2438","Coles","Illinois",3140,"Less than High School Graduates","Coles, Illinois"
"2439","Coles","Illinois",9916,"High School Graduates","Coles, Illinois"
"2440","Coles","Illinois",4851,"Bachelor Degree","Coles, Illinois"
"2441","Cook","Illinois",5223719,"Total Population","Cook, Illinois"
"2442","Cook","Illinois",477426,"Less than High School Graduates","Cook, Illinois"
"2443","Cook","Illinois",837569,"High School Graduates","Cook, Illinois"
"2444","Cook","Illinois",811185,"Bachelor Degree","Cook, Illinois"
"2445","Crawford","Illinois",19088,"Total Population","Crawford, Illinois"
"2446","Crawford","Illinois",1807,"Less than High School Graduates","Crawford, Illinois"
"2447","Crawford","Illinois",4132,"High School Graduates","Crawford, Illinois"
"2448","Crawford","Illinois",1551,"Bachelor Degree","Crawford, Illinois"
"2449","Cumberland","Illinois",10865,"Total Population","Cumberland, Illinois"
"2450","Cumberland","Illinois",789,"Less than High School Graduates","Cumberland, Illinois"
"2451","Cumberland","Illinois",3053,"High School Graduates","Cumberland, Illinois"
"2452","Cumberland","Illinois",858,"Bachelor Degree","Cumberland, Illinois"
"2453","DeKalb","Illinois",104200,"Total Population","DeKalb, Illinois"
"2454","DeKalb","Illinois",4672,"Less than High School Graduates","DeKalb, Illinois"
"2455","DeKalb","Illinois",15626,"High School Graduates","DeKalb, Illinois"
"2456","DeKalb","Illinois",12014,"Bachelor Degree","DeKalb, Illinois"
"2457","De Witt","Illinois",16042,"Total Population","De Witt, Illinois"
"2458","De Witt","Illinois",1019,"Less than High School Graduates","De Witt, Illinois"
"2459","De Witt","Illinois",4210,"High School Graduates","De Witt, Illinois"
"2460","De Witt","Illinois",1858,"Bachelor Degree","De Witt, Illinois"
"2461","Douglas","Illinois",19714,"Total Population","Douglas, Illinois"
"2462","Douglas","Illinois",2321,"Less than High School Graduates","Douglas, Illinois"
"2463","Douglas","Illinois",4289,"High School Graduates","Douglas, Illinois"
"2464","Douglas","Illinois",1831,"Bachelor Degree","Douglas, Illinois"
"2465","DuPage","Illinois",931743,"Total Population","DuPage, Illinois"
"2466","DuPage","Illinois",46996,"Less than High School Graduates","DuPage, Illinois"
"2467","DuPage","Illinois",116273,"High School Graduates","DuPage, Illinois"
"2468","DuPage","Illinois",186489,"Bachelor Degree","DuPage, Illinois"
"2469","Edgar","Illinois",17539,"Total Population","Edgar, Illinois"
"2470","Edgar","Illinois",1362,"Less than High School Graduates","Edgar, Illinois"
"2471","Edgar","Illinois",4847,"High School Graduates","Edgar, Illinois"
"2472","Edgar","Illinois",1455,"Bachelor Degree","Edgar, Illinois"
"2473","Edwards","Illinois",6507,"Total Population","Edwards, Illinois"
"2474","Edwards","Illinois",384,"Less than High School Graduates","Edwards, Illinois"
"2475","Edwards","Illinois",1591,"High School Graduates","Edwards, Illinois"
"2476","Edwards","Illinois",453,"Bachelor Degree","Edwards, Illinois"
"2477","Effingham","Illinois",34174,"Total Population","Effingham, Illinois"
"2478","Effingham","Illinois",1718,"Less than High School Graduates","Effingham, Illinois"
"2479","Effingham","Illinois",8473,"High School Graduates","Effingham, Illinois"
"2480","Effingham","Illinois",3670,"Bachelor Degree","Effingham, Illinois"
"2481","Fayette","Illinois",21724,"Total Population","Fayette, Illinois"
"2482","Fayette","Illinois",2606,"Less than High School Graduates","Fayette, Illinois"
"2483","Fayette","Illinois",6098,"High School Graduates","Fayette, Illinois"
"2484","Fayette","Illinois",1281,"Bachelor Degree","Fayette, Illinois"
"2485","Ford","Illinois",13398,"Total Population","Ford, Illinois"
"2486","Ford","Illinois",934,"Less than High School Graduates","Ford, Illinois"
"2487","Ford","Illinois",3363,"High School Graduates","Ford, Illinois"
"2488","Ford","Illinois",1362,"Bachelor Degree","Ford, Illinois"
"2489","Franklin","Illinois",39127,"Total Population","Franklin, Illinois"
"2490","Franklin","Illinois",3391,"Less than High School Graduates","Franklin, Illinois"
"2491","Franklin","Illinois",9022,"High School Graduates","Franklin, Illinois"
"2492","Franklin","Illinois",2868,"Bachelor Degree","Franklin, Illinois"
"2493","Fulton","Illinois",35418,"Total Population","Fulton, Illinois"
"2494","Fulton","Illinois",3056,"Less than High School Graduates","Fulton, Illinois"
"2495","Fulton","Illinois",8844,"High School Graduates","Fulton, Illinois"
"2496","Fulton","Illinois",3066,"Bachelor Degree","Fulton, Illinois"
"2497","Gallatin","Illinois",5157,"Total Population","Gallatin, Illinois"
"2498","Gallatin","Illinois",451,"Less than High School Graduates","Gallatin, Illinois"
"2499","Gallatin","Illinois",1525,"High School Graduates","Gallatin, Illinois"
"2500","Gallatin","Illinois",279,"Bachelor Degree","Gallatin, Illinois"
"2501","Greene","Illinois",13218,"Total Population","Greene, Illinois"
"2502","Greene","Illinois",1139,"Less than High School Graduates","Greene, Illinois"
"2503","Greene","Illinois",4170,"High School Graduates","Greene, Illinois"
"2504","Greene","Illinois",824,"Bachelor Degree","Greene, Illinois"
"2505","Grundy","Illinois",50509,"Total Population","Grundy, Illinois"
"2506","Grundy","Illinois",2320,"Less than High School Graduates","Grundy, Illinois"
"2507","Grundy","Illinois",11085,"High School Graduates","Grundy, Illinois"
"2508","Grundy","Illinois",5177,"Bachelor Degree","Grundy, Illinois"
"2509","Hamilton","Illinois",8221,"Total Population","Hamilton, Illinois"
"2510","Hamilton","Illinois",670,"Less than High School Graduates","Hamilton, Illinois"
"2511","Hamilton","Illinois",1973,"High School Graduates","Hamilton, Illinois"
"2512","Hamilton","Illinois",595,"Bachelor Degree","Hamilton, Illinois"
"2513","Hancock","Illinois",18112,"Total Population","Hancock, Illinois"
"2514","Hancock","Illinois",893,"Less than High School Graduates","Hancock, Illinois"
"2515","Hancock","Illinois",4963,"High School Graduates","Hancock, Illinois"
"2516","Hancock","Illinois",1929,"Bachelor Degree","Hancock, Illinois"
"2517","Hardin","Illinois",4009,"Total Population","Hardin, Illinois"
"2518","Hardin","Illinois",565,"Less than High School Graduates","Hardin, Illinois"
"2519","Hardin","Illinois",980,"High School Graduates","Hardin, Illinois"
"2520","Hardin","Illinois",266,"Bachelor Degree","Hardin, Illinois"
"2521","Henderson","Illinois",6884,"Total Population","Henderson, Illinois"
"2522","Henderson","Illinois",508,"Less than High School Graduates","Henderson, Illinois"
"2523","Henderson","Illinois",2231,"High School Graduates","Henderson, Illinois"
"2524","Henderson","Illinois",592,"Bachelor Degree","Henderson, Illinois"
"2525","Henry","Illinois",49464,"Total Population","Henry, Illinois"
"2526","Henry","Illinois",3397,"Less than High School Graduates","Henry, Illinois"
"2527","Henry","Illinois",11722,"High School Graduates","Henry, Illinois"
"2528","Henry","Illinois",5218,"Bachelor Degree","Henry, Illinois"
"2529","Iroquois","Illinois",28169,"Total Population","Iroquois, Illinois"
"2530","Iroquois","Illinois",2157,"Less than High School Graduates","Iroquois, Illinois"
"2531","Iroquois","Illinois",7952,"High School Graduates","Iroquois, Illinois"
"2532","Iroquois","Illinois",2059,"Bachelor Degree","Iroquois, Illinois"
"2533","Jackson","Illinois",58551,"Total Population","Jackson, Illinois"
"2534","Jackson","Illinois",2763,"Less than High School Graduates","Jackson, Illinois"
"2535","Jackson","Illinois",8353,"High School Graduates","Jackson, Illinois"
"2536","Jackson","Illinois",5961,"Bachelor Degree","Jackson, Illinois"
"2537","Jasper","Illinois",9598,"Total Population","Jasper, Illinois"
"2538","Jasper","Illinois",716,"Less than High School Graduates","Jasper, Illinois"
"2539","Jasper","Illinois",2699,"High School Graduates","Jasper, Illinois"
"2540","Jasper","Illinois",800,"Bachelor Degree","Jasper, Illinois"
"2541","Jefferson","Illinois",38169,"Total Population","Jefferson, Illinois"
"2542","Jefferson","Illinois",3739,"Less than High School Graduates","Jefferson, Illinois"
"2543","Jefferson","Illinois",8152,"High School Graduates","Jefferson, Illinois"
"2544","Jefferson","Illinois",2805,"Bachelor Degree","Jefferson, Illinois"
"2545","Jersey","Illinois",22069,"Total Population","Jersey, Illinois"
"2546","Jersey","Illinois",1264,"Less than High School Graduates","Jersey, Illinois"
"2547","Jersey","Illinois",5719,"High School Graduates","Jersey, Illinois"
"2548","Jersey","Illinois",2001,"Bachelor Degree","Jersey, Illinois"
"2549","Jo Daviess","Illinois",21834,"Total Population","Jo Daviess, Illinois"
"2550","Jo Daviess","Illinois",1323,"Less than High School Graduates","Jo Daviess, Illinois"
"2551","Jo Daviess","Illinois",6012,"High School Graduates","Jo Daviess, Illinois"
"2552","Jo Daviess","Illinois",2558,"Bachelor Degree","Jo Daviess, Illinois"
"2553","Johnson","Illinois",12602,"Total Population","Johnson, Illinois"
"2554","Johnson","Illinois",1639,"Less than High School Graduates","Johnson, Illinois"
"2555","Johnson","Illinois",2910,"High School Graduates","Johnson, Illinois"
"2556","Johnson","Illinois",1072,"Bachelor Degree","Johnson, Illinois"
"2557","Kane","Illinois",530839,"Total Population","Kane, Illinois"
"2558","Kane","Illinois",54761,"Less than High School Graduates","Kane, Illinois"
"2559","Kane","Illinois",77366,"High School Graduates","Kane, Illinois"
"2560","Kane","Illinois",72952,"Bachelor Degree","Kane, Illinois"
"2561","Kankakee","Illinois",111061,"Total Population","Kankakee, Illinois"
"2562","Kankakee","Illinois",8846,"Less than High School Graduates","Kankakee, Illinois"
"2563","Kankakee","Illinois",24460,"High School Graduates","Kankakee, Illinois"
"2564","Kankakee","Illinois",9536,"Bachelor Degree","Kankakee, Illinois"
"2565","Kendall","Illinois",124626,"Total Population","Kendall, Illinois"
"2566","Kendall","Illinois",6147,"Less than High School Graduates","Kendall, Illinois"
"2567","Kendall","Illinois",18279,"High School Graduates","Kendall, Illinois"
"2568","Kendall","Illinois",17321,"Bachelor Degree","Kendall, Illinois"
"2569","Knox","Illinois",50999,"Total Population","Knox, Illinois"
"2570","Knox","Illinois",3988,"Less than High School Graduates","Knox, Illinois"
"2571","Knox","Illinois",12850,"High School Graduates","Knox, Illinois"
"2572","Knox","Illinois",4247,"Bachelor Degree","Knox, Illinois"
"2573","Lake","Illinois",703619,"Total Population","Lake, Illinois"
"2574","Lake","Illinois",43138,"Less than High School Graduates","Lake, Illinois"
"2575","Lake","Illinois",96532,"High School Graduates","Lake, Illinois"
"2576","Lake","Illinois",120072,"Bachelor Degree","Lake, Illinois"
"2577","LaSalle","Illinois",110401,"Total Population","LaSalle, Illinois"
"2578","LaSalle","Illinois",8762,"Less than High School Graduates","LaSalle, Illinois"
"2579","LaSalle","Illinois",27573,"High School Graduates","LaSalle, Illinois"
"2580","LaSalle","Illinois",9192,"Bachelor Degree","LaSalle, Illinois"
"2581","Lawrence","Illinois",16189,"Total Population","Lawrence, Illinois"
"2582","Lawrence","Illinois",1793,"Less than High School Graduates","Lawrence, Illinois"
"2583","Lawrence","Illinois",4325,"High School Graduates","Lawrence, Illinois"
"2584","Lawrence","Illinois",1119,"Bachelor Degree","Lawrence, Illinois"
"2585","Lee","Illinois",34527,"Total Population","Lee, Illinois"
"2586","Lee","Illinois",2785,"Less than High School Graduates","Lee, Illinois"
"2587","Lee","Illinois",8532,"High School Graduates","Lee, Illinois"
"2588","Lee","Illinois",2596,"Bachelor Degree","Lee, Illinois"
"2589","Livingston","Illinois",36324,"Total Population","Livingston, Illinois"
"2590","Livingston","Illinois",2722,"Less than High School Graduates","Livingston, Illinois"
"2591","Livingston","Illinois",11005,"High School Graduates","Livingston, Illinois"
"2592","Livingston","Illinois",2545,"Bachelor Degree","Livingston, Illinois"
"2593","Logan","Illinois",29207,"Total Population","Logan, Illinois"
"2594","Logan","Illinois",2264,"Less than High School Graduates","Logan, Illinois"
"2595","Logan","Illinois",7157,"High School Graduates","Logan, Illinois"
"2596","Logan","Illinois",2956,"Bachelor Degree","Logan, Illinois"
"2597","McDonough","Illinois",30875,"Total Population","McDonough, Illinois"
"2598","McDonough","Illinois",1188,"Less than High School Graduates","McDonough, Illinois"
"2599","McDonough","Illinois",5639,"High School Graduates","McDonough, Illinois"
"2600","McDonough","Illinois",3022,"Bachelor Degree","McDonough, Illinois"
"2601","McHenry","Illinois",307789,"Total Population","McHenry, Illinois"
"2602","McHenry","Illinois",14873,"Less than High School Graduates","McHenry, Illinois"
"2603","McHenry","Illinois",54107,"High School Graduates","McHenry, Illinois"
"2604","McHenry","Illinois",46461,"Bachelor Degree","McHenry, Illinois"
"2605","McLean","Illinois",173219,"Total Population","McLean, Illinois"
"2606","McLean","Illinois",4324,"Less than High School Graduates","McLean, Illinois"
"2607","McLean","Illinois",26375,"High School Graduates","McLean, Illinois"
"2608","McLean","Illinois",30581,"Bachelor Degree","McLean, Illinois"
"2609","Macon","Illinois",106512,"Total Population","Macon, Illinois"
"2610","Macon","Illinois",7117,"Less than High School Graduates","Macon, Illinois"
"2611","Macon","Illinois",25214,"High School Graduates","Macon, Illinois"
"2612","Macon","Illinois",10708,"Bachelor Degree","Macon, Illinois"
"2613","Macoupin","Illinois",45719,"Total Population","Macoupin, Illinois"
"2614","Macoupin","Illinois",2902,"Less than High School Graduates","Macoupin, Illinois"
"2615","Macoupin","Illinois",12488,"High School Graduates","Macoupin, Illinois"
"2616","Macoupin","Illinois",4257,"Bachelor Degree","Macoupin, Illinois"
"2617","Madison","Illinois",265670,"Total Population","Madison, Illinois"
